Year Deployed,Parks,Species,D_Sex,Deployment code,Name of individual,Brand,SAT ID,Date Deployed,Time Deployed,VHF,VHF Fine Tune,SN,GPS X,GPS Y,Vial#,Body Length,Horn Length,Neck Circ,Group Size,State,Immobility?,Reason,Reasons,Date Last Fix,Last Fix X,Last Fix Y,Date Deactivated,To deactive with AWT,In inactive collar group ER?,To Check?,Comments
2024,"Badingilo & Boma, South Sudan",Eland,,6749_2,Eland 6749,AWT,6749,24-Apr-2024,6:47,,,,4.861750,32.272530,6749,,,,,Deactivated,,,,,5.0986816,32.412025,28-Nov-2025,,Yes,,Old lion collar re-deployed (82% battery)
2024,"Badingilo & Boma, South Sudan",Eland,,,,,,,14:00,,,,5.306460,31.981630,60,,,,,,,,,,,,,,,,Not collared; died following reaction to antidote
2024,"Badingilo & Boma, South Sudan",Lion,,,Lion 1311,Spoortrack,1311,10-Apr-2024,8:30,151.7,,,5.277910,32.356880,1311,,,,2,Deactivated,,,,,5.35575,32.438,,,Yes,,2 males; found close to 1378; vial with 3x ticks
2024,"Badingilo & Boma, South Sudan",Lion,,,Lion 9608,Spoortrack,1378(9608),16-Mar-2024,9:50,151.9,,,5.136250,32.315600,AF Lion 1 x2,,,,2,Deactivated,,,,,,,,,Yes,,"2 females hunting reedbuck, 3rd female seen in week after collaring"
2024,"Badingilo & Boma, South Sudan",Lion,,,Lion 1337,Spoortrack,1337,27-Mar-2024,8:30,151.8,,,6.020190,32.409950,1337 & 136,,,,3,Deactivated,,,,,,,,,Yes,,3 females together; front leg 93; hind leg 96; vial with 1x tick
2024,"Badingilo & Boma, South Sudan",Cheetah,,,Cheetah 6706,Spoortrack,1360 (6706),7-Apr-2024,14:35,,,,5.075000,32.248370,,,,,,Deactivated,,,,,,,4-Sep-2025,,Yes,,Replaced Cheetah collar 6706; heavily pregnant
2024,"Badingilo & Boma, South Sudan",Cheetah,,,Cheetah 6725,Spoortrack,1346 (6725),7-Apr-2024,9:11,,,,6.002220,32.396150,,,,,,Deactivated,,,,,,,1-Nov-2024,,Yes,,Replaced Cheetah collar 6725
2024,"Badingilo & Boma, South Sudan",Spotted Hyaena,,1371_1,Spotted Hyaena 1371,Spoortrack,1371,8-Apr-2024,8:15,,,,5.175960,32.361730,1371,,,,3,Deactivated,,Damaged,,,,,4-Dec-2024,,Yes,,"Collar fit not ideal; 3 hyaenas found on a kill. Stopped reporting after 4 days, collar assumed damaged"
2024,"Badingilo & Boma, South Sudan",Oryx,,,Oryx 0084,Ceres,0084(2204B0084),22-Apr-2024,8:25,,,,5.651550,33.332580,,,,,,Deactivated,,,,9-Aug-2024,5.657658577,33.297758,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Roan,,,Roan 0183,Ceres,0183(2204B0183),23-Apr-2024,7:20,,,,6.625530,34.323590,0183,,,,,Deactivated,,,,,6.68133,34.306183,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Roan,,,Roan 0092,Ceres,0092(2204B0092),23-Apr-2024,7:53,,,,6.575760,34.280630,,,,,,Deactivated,,,,25-Aug-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Roan,,,Roan 0138,Ceres,0138(2204B0138),10-Apr-2024,7:30,,,,5.018980,32.309870,,,,,,Deactivated,,,,27-Aug-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,,,Bohor Reedbuck 1330,Spoortrack,1330,20-Apr-2024,9:15,,,,5.980410,33.879480,,,,,,Deactivated,,Possibly poached,,,6.621448,33.691265,4-Sep-2025,,Yes,Y,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,,,Bohor Reedbuck 1175,Spoortrack,1175,22-Apr-2024,6:50,,,,5.942000,33.835940,,,,,,Deactivated,,Poached - collar collected,,,,,17/4/2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Male,,Bohor Reedbuck 1347,Spoortrack,1347,10-Apr-2024,7:55,,,,5.190220,32.365740,1347,,,,,Deactivated,,"Collar failure? Gave immobility before going offline, possible natural mortality",,9-May-2026,5.473965,32.319052,9-May-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Male,,Bohor Reedbuck 1344,Spoortrack,1344,6-Apr-2024,6:47,,,,5.153190,32.278860,,,,,,Deactivated,,Natural mortality - collar collected,,,5.4437,32.7047,21/04/2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Male,1359_2,Bohor Reedbuck 1359,Spoortrack,1359,10-Apr-2024,10:13,,,,5.287740,32.324910,1359,,,,,Deactivated,,Possible natural mortality,,30-Apr-2026,5.278367,32.327383,30-Apr-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Male,1359_1,Bohor Reedbuck 1359,Spoortrack,1359,26-Mar-2024,8:05,,,,5.727780,31.956590,50,,,,,Redeployed,,,,,5.278366,32.327383,,,Yes,,"Reported near Gabur village on 28 March; recovered 29 March, strap cut"
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female, ,Bohor Reedbuck 1339,Spoortrack,1339,25-Mar-2024,7:25,,,,5.161071,32.271650,1339,,,,,Deactivated,,,,,,,13/04/2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 1342,Spoortrack,1342,25-Mar-2024,7:53,,,,5.170390,32.295470,1342,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 1329,Spoortrack,1329,23-Mar-2024,7:50,,,,6.125100,33.871770,49,,,,,Deactivated,,,,,,,,,Yes,,Good collar fitment (Spoortrack)
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 1350,Spoortrack,1350,8-Apr-2024,6:43,,,,5.139920,32.213850,1350,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 1376( not in er),Spoortrack,1376,25-Mar-2024,8:18,,,,5.156090,32.301140,1376,,,,,Deactivated,,Natural mortality,,,,,06/04/2024,,Yes,,Reported immobile 27 March; collar recovered 6 Apr - natural death (suspected cheetah)
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 1357,Spoortrack,1357,26-Mar-2024,8:35,,,,5.704670,31.951181,47,,,,,Deactivated,,,,,,,17/04/2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,8120_1,Bohor Reedbuck 8120*,AWT,8120,25-Mar-2024,6:44,149.120,,,5.323771,32.075062,8120,,,,,Deactivated,,Natural mortality,,,5.423057,32.004834,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Bohor Reedbuck,Female,,Bohor Reedbuck 8130,AWT,8130,25-Mar-2024,6:20,149.490,149.4881,,5.316620,32.048900,8130,,,,,Deactivated,,Natural mortality - collar collected,,,,,8-Aug-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1333,Spoortrack,1333,26-Mar-2024,8:20,,,,5.721700,31.979140,44,,,,,Deactivated,,,,,,,02/09/2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1334,Spoortrack,1334,6-Apr-2024,8:15,,,,5.197350,32.349460,,,,,,Deactivated,,,,,,,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1336,Spoortrack,1336,25-Mar-2024,8:40,,,,5.197080,32.314871,1336,,,,,Deactivated,,,,,,,02/09/2024,,Yes,,Good collar fitment (Spoortrack)
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1338,Spoortrack,1338,26-Mar-2024,7:55,,,,5.709540,31.949980,51,,,,,Deactivated,,Natural mortality - collar collected,,,5.634217,32.747983,17/04/2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1354,Spoortrack,1354,23-Mar-2024,6:55,,,,5.858545,34.167180,46,,,,,Deactivated,,,,,,,02/09/2024,,Yes,,Good collar fitment (Spoortrack)
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,Male,,Mongalla Gazelle 1376(not in ER),Spoortrack,1376,7-Apr-2024,11:47,,,,6.335260,32.336690,,,,,,Deactivated,,Damaged in transit,,,,,,,Yes,,Failed to report after deployment; device/strap damaged during transport
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,Female,,Mongalla Gazelle 1355,Spoortrack,1355,8-Apr-2024,7:20,,,,5.224440,32.198220,,,,,,Deactivated,,,,,,,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1358,Spoortrack,1358,22-Mar-2024,9:13,,,,6.647330,34.093220,59,,,,,Deactivated,,,,,,,02/09/2024,,Yes,,Good collar fitment (Spoortrack)
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,Female,,Mongalla Gazelle 1363,Spoortrack,1363,7-Apr-2024,10:49,,,,6.231090,32.261140,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Mongalla Gazelle,,,Mongalla Gazelle 1370(not in ER),Spoortrack,1370,NA,,,,,,,,,,,,Deactivated,,Faulty,,,,,,,Yes,,Collar did not report - sent back to Joburg
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1368,Ceres,1368(2207B0714),15-Mar-2024,6:58,,,,5.0834342,32.102308,Gir1,,,,,Deactivated,,,,22-Sep-2025,5.305589,32.341454,,,yes,yes,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,Fell off,,,5.0441,32.1635,,,yes,yes,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 3990,Ceres,3990(2207B0684),15-Mar-2024,8:30,,,,5.083333,32.216667,,,,,,Deactivated,,"Very thick bush, lots of elephants tracks and damage to trees. No sign of carcass, no vultures. So probably collar fell off",,17-Aug-2025,5.174272,32.276609,,,Yes,,2023 tags replaced (0174/3990). ER Subject Giraffe 3990
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,Inactive and last fix a week ago. Double check though. ,,,,,,,Yes,,2023 tags replaced (0174/3990). ER Subject Giraffe 3990
2024,"Badingilo & Boma, South Sudan",Giraffe,,1373_1,Giraffe 1373,Ceres,1373(2207B0710),15-Mar-2024,8:56,,,,5.183333,32.283333,Gir3,,,,,Deactivated,,,,21-Aug-2025,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1406,Ceres,1406(2207B0858),16-Mar-2024,6:15,,,,5.184321,32.271518,Gir4,,,,,Deactivated,,,,17-Dec-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1405,Ceres,1405(2207B0724),16-Mar-2024,6:40,,,,5.191090,32.305019,Gir5,,,,,Deactivated,,,,,,,,,Yes,,Subadult male
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,Subadult male
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1401,Ceres,1401(2207B0983),16-Mar-2024,7:52,,,,5.281859,32.326131,Gir6,,,,,Deactivated,,,,23-Jul-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1400,Ceres,1400(2207B0986),16-Mar-2024,8:20,,,,5.223838,32.198068,Gir7,,,,4,Deactivated,,Natural mortality?,,28-May-2026,5.187554,32.221549,28-May-2026,,Yes,,"Subadult male,"
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,4,Deactivated,,Fell off,,,5.25179,32.287277,,,No- active,,Subadult male
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1411,Ceres,1411(2207B1064),16-Mar-2024,8:26,,,,5.233828,32.227938,Gir8,,,,11,Deactivated,,Didnt give new fix in 2 weeks,,1-Jun-2026,5.107,32.115011,1-Jun-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,11,Active,,Device failure,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1414,Ceres,1414(2207B0762),17-Mar-2024,7:39,,,,5.473042,31.948242,,,,,4,Deactivated,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,4,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1416,Ceres,1416(2207B0721),17-Mar-2024,8:26,,,,4.913990,32.163742,Gir10,,,,,Deactivated,,Did not give a new fix in 4 weeks,,20-Dec-2025,5.042372,32.185092,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,Did not give a new fix in 4 weeks,,,5.042372,32.185092,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1377,Ceres,1377(2207B0826),21-Mar-2024,8:11,,,,7.65835,33.46221,Gir11,,,,,Deactivated,,,,,,,,,Yes,,Subadult male
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,7.65835,,,,,,,Deactivated,,,,,,,,,Yes,,Subadult male
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1381,Ceres,1381(2207B0856),21-Mar-2024,8:43,,,,7.664123,33.3711,Gir12,,,,,Deactivated,,,,29-Jun-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Not in ER,Ceres,1387(2207B0717),21-Mar-2024,10:02,,,,7.66667,33.366667,Gir13,,,,,Deactivated,,Poached - tag collected,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,7.66667,33.366667,,,,,,Deactivated,,Poached - tag collected,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1384,Ceres,1384(2207B0723),21-Mar-2024,10:29,,,,7.694796,33.489225,Gir14,,,,,Deactivated,,,,15-Sep-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1403,Ceres,1403(2207B1019),21-Mar-2024,11:15,,,,7.6511,33.46667,Gir15,,,,,Deactivated,,Poached,,,7.011985,33.079083,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,pached,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1408,Ceres,1408,27-Mar-2024,8:00,,,,5.77749,31.987660,Gir16,,,,12,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,12,Deactivated,,Possibly fell off,,,5.667133,32.237583,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1423,Ceres,1423(2209B0356),1-Apr-2024,7:29,,,,8.311770,32.502090,Gir17,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1412,Ceres,1412(2207B0985),1-Apr-2024,7:50,,,,8.315410,32.516510,Gir18,,,,,Deactivated,,Natural mortality?,,3-Jul-2026,8.256899,32.675185,3-Jul-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1383,Ceres,1383,3-Apr-2024,7:50,,,,8.667982,32.481315,Gir19,,,,,Deactivated,,Maybe poached. Went inactive simalr time as other giraffe and 1.5km apart. ,,,8.699669,32.412565,,,Yes,Yes,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,Giraffe 1399,Ceres,1399(2207B0938),3-Apr-2024,8:09,,,,8.697561,32.464149,Gir20,,,,,Deactivated,,,,,8.686304,32.408788,,,Yes,Yes,
2024,"Badingilo & Boma, South Sudan",Giraffe,,,,Spoortrack,,,,,,,,,,,,,,Active,,,,,,,,,Yes,yes,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1614_ST_BOMSS,Spoortrack,1614 (not in ER),12-Jul-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture Ruppells,,,RV_1619_ST_BOMSS,Spoortrack,1619(not in ER),12-Dec-2024,,,,,,,,,,,,Active,,Will check area in Nov. A bit late but might be human activity signs. ,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1622_ST_BOMSS,Spoortrack,1622,12-Sep-2024,,,,,,,,,,,,Deactivated,,Immobile 3km from Maruwa airstrip. ,,,6.228235,34.025417,11-Nov-2025,,,No,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1636_ST_BOMSS,Spoortrack,1636(not in ER),12-Jun-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture Ruppells,,,RV_1647_ST_BOMSS,Spoortrack,1647(not in ER),12-Jun-2024,,,,,,,,,,,,Deactivated,,Device failure,,,6.466822,34.267565,14/07/2025,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Headed,,,WHV_1649_ST_BOMSS,Spoortrack,1649(not in ER),12-Jun-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1650_ST_BOMSS,Spoortrack,1650(not in ER),12-Jul-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1653_ST_BOMSS,Spoortrack,1653(not in ER),12-Sep-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture Ruppells,,,RV_1656_ST_BOMSS,Spoortrack,1656,12-Jul-2024,,,,,,,,,,,,Deactivated,,Natural mortality?,,,7.66608,32.657719,9-May-2025,,,y,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1658_ST_BOMSS,Spoortrack,1658(not in ER),12-Aug-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture Ruppells,,,RV_1684_ST_BOMSS,Spoortrack,1684(not in ER),12-Dec-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1685_ST_BOMSS,Spoortrack,1685(not in ER),12-Aug-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1687_ST_BOMSS,Spoortrack,1687(not in ER),12-Oct-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1688_ST_BOMSS,Spoortrack,1688(not in ER),12-Oct-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",Vulture White Backed,,,WBV_1692_ST_BADSS,Spoortrack,1692(not in ER),15-Dec-2024,,,,,,,,,,,,Active,,,,,,,,,,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9534,AWT,9534,3-Sep-2025,6:51,148.000,148.000,,7.198578,33.692165,S093457,,,,,Deactivated,,Immobility,,,7.192822,33.588418,28-Nov-2025,,Yes,y,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9535,AWT,9535,18-Mar-2025,5:54,148.020,148.019,,7.98922,32.95096,S093401,,,,,Deactivated,,7km from road,,27-Feb-2026,7.833383,32.673871,23-Mar-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9536,AWT,9536,3-Jun-2025,7:30,148.150,148.150,,6.73124,34.552114,S093508,,,,,Deactivated,,Possible natural mortality?,,3-Jun-2026,6.038219,33.334247,3-Jun-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9538,AWT,9538,3-Jul-2025,7:45,148.190,148.189,,6.905899,34.385928,S093499,,,,,Deactivated,,"Poached south of Pochalla, ended up 78km away in village north of Gedu in Ethiopia. ",,20-Feb-2026,6.645548,34.928552,28-Feb-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9539,AWT,9539,17-Mar-2025,6:40,148.230,148.230,,8.16452,33.06321,S093419,,,,,Deactivated,,Possibly poached,,,7.478559,32.521076,8-Aug-2025,,Yes,y,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9540,AWT,9540,28-Mar-2025,7:12,148.270,148.270,,6.82941,31.5768,S093437,,,,,Deactivated,,Poached - east of Likuangole,,12-May-2026,7.072189,33.164114,12-May-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9541,AWT,9541,3-Sep-2025,9:28,148.330,148.330,,7.102354,34.096874,S093353,,,,,Active,,,,,,,,,No- active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9542,AWT,9542,20-Mar-2025,6:09,148.430,148.430,,7.54267,33.14073,S093544,,,,,Deactivated,,"Poached. In Dorien Village, SE of Pibor. Likely poached on the 1 or 2 Jan 2026. ",,13-Jan-2026,6.609453,33.282126,28-Feb-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9543,AWT,9543,23-Mar-2025,7:08,148.450,148.449,,7.87054,31.29444,S093481,,,,,Deactivated,,Possibly poached,,2-Mar-2026,7.917937,31.324012,2-Mar-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9544,AWT,9544,3-Sep-2025,6:26,148.510,148.510,,7.233685,33.584661,S093452,,,,,Deactivated,,"Immobile, possibly natural mortality",,12-Jan-2026,6.973894,33.967114,28-Feb-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9545,AWT,9545,22-Mar-2026,7:43,148.530,148.530,,7.57724,31.56701,S093446,,,,,Deactivated,,Poached,,,6.345465,32.425911,4-Sep-2025,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 9546,AWT,9546,24/3/2025,7:26,148.550,148.550,,7.37772,31.59949,S093448,,,,,Deactivated,,Possibly poached,,28-Nov-2025,6.05744,33.971604,28-Nov-2025,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9547,AWT,9547,3-Jul-2025,8:15,148.610,148.610,,6.897619,34.275297,S093379,,,,,Active,,,,,,,,,No - active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9548,AWT,9548,18-Mar-2025,7:32,148.630,148.631,,8.26688,33.06518,S093496,,,,,Active,,,,,,,,,No- active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9549,AWT,9549,18-Mar-2025,6:38,148.650,148.651,,8.17044,33.17766,S093390,,,,,Active,,,,,,,,,No- active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9550,AWT,9550,24-Mar-2025,9:59,148.680,148.680,,7.86485,31.29111,S093435,,,,,Active,,,,,,,,,No- active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9551,AWT,9551,20-Mar-2025,7:29,148.710,148.711,,7.70035,33.54908,S093503,,,,,Active,,,,,,,,,No- active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9552,AWT,9552,3-Jun-2025,8:00,148.750,148.750,,6.775427,34.527577,N/A,,,,,Deactivated,,In same locations for 50 days,,28-Feb-2026,6.100023,33.555921,28-Feb-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9553,AWT,9553,3-Sep-2025,9:04,148.770,148.770,,6.971295,34.210812,S093450,,,,,Deactivated,,Possibly poached - 17km east of Kassangor,,28-Feb-2026,5.775254,34.171557,28-Feb-2026,,Yes,Yes,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9554,AWT,9554,19-Mar-2025,9:26,148.810,148.811,,8.69676,32.49712,S093444,,,,,Deactivated,,Possibly poached - 10km from settlements,,1-Mar-2026,8.262197,32.43192,1-Mar-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9555,AWT,9555,3-Dec-2025,8:03,148.850,148.850,,6.735683,31.730215,S093542,,,,,Deactivated,,Possibly poached - 2km from settlements,,22-Mar-2026,6.51279,32.957895,23-Mar-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9600,AWT,9600,22-Mar-2025,6:58,150.920,150.919,,7.46471,31.63998,S093464,,,,,Active,,,,,,,,,No- active,,Mongalla collar
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9557,AWT,9557,24-Mar-2025,6:21,148.890,148.889,,7.68276,31.479,S093414,,,,,Deactivated,,Poached,,,7.261733,33.008032,4-Sep-2025,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9558,AWT,9558,3-Sep-2025,10:16,148.920,148.919,,7.10437,33.831361,S093413,,,,,Deactivated,,Poached - in a settlement,,7-Apr-2026,6.77557,33.55392,7-Apr-2026,,Yes,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 9559,AWT,9559,3-Sep-2025,9:59,148.940,148.940,,7.000329,33.931514,S093539,,,,,Active,,,,,,,,,No - active,,
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Male,8123_2,White-eared Kob 8123,AWT,8123,3-Jul-2025,8:26,149.190,149.190,,6.925288,34.273717,S093385,,,,,Deactivated,,Possible natural mortality?,,23-Mar-2026,7.027053,34.052913,23-Mar-2026,,Yes,,Recovered WEK collar
2025,"Badingilo & Boma, South Sudan",White-eared Kob,Female,8109_2,White-eared Kob 8109,AWT,8109,3-Jul-2025,9:22,148.310,148.310,,6.618021,34.404915,S093365,,,,,Deactivated,,Possibly poached,,2-Mar-2026,5.956251,33.985729,2-Mar-2026,,Yes,,Recovered WEK collar
