Year Deployed,Parks,Species,D_Sex,Deployment code,Name of individual,Brand,SAT ID,Date Deployed,Time Deployed,VHF,VHF Fine Tune,SN,GPS X,GPS Y,Vial#,Body Length,Horn Length,Neck Circ,Group Size,State,Immobility?,Reason,Reasons,Date Last Fix,Last Fix X,Last Fix Y,Date Deactivated,To deactive with AWT,In inactive collar group ER?,To Check?,Comments
2023,"Badingilo & Boma, South Sudan",Eland,Female,,Eland 6745,AWT,6745,4-Apr-2023,9:34, 149.910 ,149.9092,s/n 20355,6.767865,34.312585,,,,,,Deactivated,,,,14-May-2023,5.601253,33.310836,16-Aug-2023,,Yes,,
2023,"Badingilo & Boma, South Sudan",Eland,Female,,,,,20-Apr-2023,9:00,,,,5.320318,32.527738,2,,,,,,,,,,,,,,,,Not collared
2023,"Badingilo & Boma, South Sudan",Eland,Female,,,,,18-Mar-2023,14:21,,,,5.378506,32.486476,178,236,54,84,3,,,,,,,,,,,,Not collared; young male
2023,"Badingilo & Boma, South Sudan",Oryx,Male,,Oryx 6746,AWT,6746,19-Mar-2023,9:52, 149.930 ,,s/n 20356,5.466634,32.842506,153,163,80,56,,Deactivated,,Possible natural mortality,,,5.287145,32.934914,12-Dec-2025,,Yes,,
2023,"Badingilo & Boma, South Sudan",Oryx,Female,,Oryx 6747,AWT,6747,19-Mar-2023,8:23, 149.950 ,,s/n 20357,5.482200,33.007394,155,153,72.5,50,,Active,,,,,,,,,No - active,,
2023,"Badingilo & Boma, South Sudan",Lion,Male,,Lion 6748,AWT,6748,17-Mar-2023,9:52, 149.970 ,,s/n 20358,05.2657778,32.35693333,154,160,,100,2,Deactivated,,Poached,,23-Nov-2023,5.6331016,32.4385716,5-Apr-2024,,Yes,,
2023,"Badingilo & Boma, South Sudan",Lion,,,Lion 6743,AWT,6743,4-Apr-2023,7:00, 149.850 ,,s/n 20353,6.815840,34.533590,18,164,,,2,Active,,,,,,,,,No - active,,Shoulder height 97cm; Hip height 94cm; Tail85cm; Right upper canine 45mm; Right lower 40mm. Ceres tag 999000000002853
2023,"Badingilo & Boma, South Sudan",Lion,Female,6749_1,Lion 6749,AWT,6749,21-Mar-2023,7:26, 149.990 ,,s/n 20359,5.271703,31.951702,168,174,,69,2,Deactivated,,Poached,,29-Mar-2024,4.643652,32.07751,28-Nov-2025,,Yes,,Tail 86; Shoulder 94; Hip 87; Canines UR 54x69 LR 42x; Back pad L 94x73; Back pad R 94x71; RF 91x71; LF 92x73
2023,"Badingilo & Boma, South Sudan",Lion,Male,,Lion 0540,Ceres,540,13-Apr-2023,8:30,,,,5.131196,32.792551,37,177,,60,1,Deactivated,,Failed - hardware issue,,27-Jul-2023,5.28191328,32.708316,,,Yes,,Ceres tag 2207B0540. Tail 90; Shoulder 97; Hip 94
2023,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 6750 ,AWT,6750,28-Mar-2023,10:07, 148.280 ,,s/n 20360,5.564380,33.403155,191,,,,100,Active,,,,,,,,,No- active,,Ceres tag 2204B0364 
2023,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 6751,AWT,6751,3-Apr-2023,9:20, 148.390 ,,s/n 20361,5.482050,33.508500,80,,,,,Active,,,,,,,,,No- active,,
2023,"Badingilo & Boma, South Sudan",Elephant,Male,,Elephant 6752,AWT,6752,17-Apr-2023,7:40, 148.410 ,,s/n 20362,5.642490,34.023430,,,,,,Active,,,,,,,,,No- active,,Subadult
2023,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 6753,AWT,6753,3-Apr-2023,7:25, 148.470 ,,s/n 20363,5.592463,33.438315,,,,,,Deactivated,,Collar fell off - belting tore at top,,,5.609802,33.55404,15-Sep-2025,,Yes,,"Tusk L 60, R 57; Shoulder height 273; Hip height 254"
2023,"Badingilo & Boma, South Sudan",Elephant,Male,,Elephant 6754,AWT,6754,6-Apr-2023,7:30, 148.500 ,,s/n 20364,05.178826,32.239541,75,,,,1,Deactivated,,Poached on the 25/11/2025. Follow up flight found carcass on 26/11 with ivory still intact. Poacher camp nearby presumably Murle with lots of meat. Carcass was still intact on 26/11.  ,,28-Nov-2025,5.318388,32.391917,28-Nov-2025,,Yes,,Vial 83 for tail hair
2023 Nimule,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob4633,Savannah Tracking,4633,18-Apr-2023,10:27,,,,3.58359,31.993775,,,,53,,Active,,Nimule,,,,,,,,,Neck circ based on remaining collar length - total collar 105 cm; 48 cm cut off; excess 3-4 cm
2023,"Badingilo & Boma, South Sudan",Elephant,Male,,Elephant 4683,Savannah Tracking,4683,18-Apr-2023,6:54,,,,3.59105,32.017197,139,,,382,,Deactivated,,Poached,,,,,,,Yes,,"Shoulder height 300; Tusk R 80 L, 40 Circ. Collar hole 9"
2023,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 4684,Savannah Tracking,4684,18-Apr-2023,8:47,,,,3.641752,31.973572,148,,,258,,Deactivated,,,,,,,,,Yes,,"Sh 289; Tusk R 57 L, 25 Circ. Collar hole 2"
2023 Nimule,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 4685,Savannah Tracking,4685,18-Apr-2023,9:33,,,,3.628062,31.978837,112,,,240,,Active,,,,27-Mar-2026,3.615707,32.00856,27-Mar-2026,,No- active,,"Sh 267; Tusk L 20 L, 20 Circ (tusk fractured). Collar hole 1( active collar but has been at one location for 3 months, near a settlement possibly poached)"
2023,"Badingilo & Boma, South Sudan",Elephant,Male,,Elephant 4686,Savannah Tracking,4686,18-Apr-2023,12:07,,,,3.63253,31.973168,105,,,276,,Deactivated,,Poached,,,,,,,Yes,,Collar hole 3
2023 Nimule,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 4687,Savannah Tracking,4687,18-Apr-2023,7:57,,,,3.635048,31.966682,102,,,258,,Active,,Collar failure - aerial check showed live female with collar,,,,,,,No- active,,Sh 268. Collar hole 2
2023 Nimule,"Badingilo & Boma, South Sudan",Elephant,Female,,Elephant 4688,Savannah Tracking,4688,18-Apr-2023,11:50,,,,3.62352,31.978707,130,,,258,,Active,,,,,,,,,No- active,,Collar hole 2
2023,"Badingilo & Boma, South Sudan",Cheetah,Female,,Cheetah 6706,AWT,6706,19-Mar-2023,11:30, 149.690 ,,,5.141805,32.374280,,,,,,Deactivated,,Removed,,,,,16-Apr-2024,,Yes,,
2023,"Badingilo & Boma, South Sudan",Cheetah,Female,,Cheetah 6725,AWT,6725,20-Mar-2023,8:44, 150.500 ,,,6.021248,32.712139,,,,,,Deactivated,,Removed,,,,,16-Apr-2024,,Yes,,
2023,"Badingilo & Boma, South Sudan",Bright's Gazelle,Male,,Brights Gazelle 6691,AWT,6691,19-Mar-2023,8:53, 149.320 ,,,5.484050,32.996724,,,,,,Deactivated,,,,7-Jan-2026,5.590408,33.061354,7-Jan-2026,,Yes,,
2023,"Badingilo & Boma, South Sudan",Bright's Gazelle,Male,,Brights Gazelle 6680,AWT,6680,19-Mar-2023,9:23, 149.050 ,,,5.491554,33.015852,,,,,,Deactivated,,,,,5.51805,33.012677,2-Apr-2025,,Yes,,
2023,"Badingilo & Boma, South Sudan",Buffalo,,,Buffalo 0473,Ceres,0473(2207B0473),30-Mar-2023,,,,,,,,,,,,Deactivated,,Failed - hardware issue,,,,,,,Yes,,
2023,"Badingilo & Boma, South Sudan",Buffalo,,,Not in Earthranger,Ceres,2207B0699,31-Mar-2023,,,,,,,,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,Ceres tag 2207B0078
2023,"Badingilo & Boma, South Sudan",Giraffe,Male,,Not in Earthranger,Ceres,3986,31-Mar-2023,6:21,,,,7.43475,33.83469,40,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,Ceres tag 2207B0393
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3992,31-Mar-2023,8:11,,,,07.72486,33.41986,35,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,Ceres tag 2207B0174
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Giraffe 3990,Ceres,3990,6-Apr-2023,7:07,,,,05.179199,32.222585,78,,,,9,Deactivated,,Failed - hardware issue,,,,,,,,,
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,4006,6-Apr-2023,9:18,,,,05.320070,32.259137,19,,,,11,Deactivated,,Failed - hardware issue,,,,,,,,,
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3982,7-Apr-2023,8:30,,,,05.333809,31.953992,26,,,,18,Deactivated,,Failed - hardware issue,,,,,,,,,
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3935,10-Apr-2023,8:37,,,,5.376205,32.378222,22,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,Subadult
2023,"Badingilo & Boma, South Sudan",Giraffe,Male,,Not in Earthranger,Ceres,3983,10-Apr-2023,8:54,,,,5.443847,32.371953,39,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,*Vial in GCF bag
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3988,13-Apr-2023,6:47,,,,5.068609,32.141956,38,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,Second vial 85
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3994,13-Apr-2023,7:35,,,,5.125814,32.816624,36,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,"2207B0757, subadult"
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,4008,15-Apr-2023,7:28,,,,7.651602,33.425823,10,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,
2023,"Badingilo & Boma, South Sudan",Giraffe,Female,,Not in Earthranger,Ceres,3991,15-Apr-2023,8:00,,,,7.634413 ,33.409383,96,,,,,Deactivated,,Failed - hardware issue,,,,,,,,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8099,AWT,8099,22-Mar-2024,8:53,148.040,,,6.667080,34.076330,48,,,,,Deactivated,,Natural mortality,,,,,8-Aug-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8100,AWT,8100,29-Mar-2024,7:20,148.050,,,6.860381,31.472330,8100,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8101,AWT,8101,29-Mar-2024,6:32,148.060,148.0597,,6.878620,31.455488,8101,,,,,Deactivated,,,,31-Jul-2024,,,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,8102_1,White-eared Kob 8102,AWT,8102,30-Mar-2024,8:01,148.070,148.0687,,6.755921,31.635990,8102,,,,,Redeployed,,Poached,,,6.7662,33.144885,28-Nov-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8103,AWT,8103,1-Apr-2024,8:27,148.090,,,8.369320,32.639290,8103,,,,,Deactivated,,Battery failure?,,,5.871395,33.451486,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8104,AWT,8104,31-Mar-2024,8:14,148.110,148.1087,,7.616110,31.274540,8104,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8105,AWT,8105,2-Apr-2024,7:08,148.130,,,8.536920,32.540070,8105,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8106,AWT,8106,7-Apr-2024,12:05,148.210,148.2080,,6.328320,32.270020,8106,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8107,AWT,8107,1-Apr-2024,6:20,148.250,,,7.943630,32.832040,8107,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8108,AWT,8108,28-Mar-2024,9:39,148.290,148.2888,,7.229331,31.497950,8108,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,8109_1,White-eared Kob 8109,AWT,8109,22-Mar-2024,7:11,148.310,,,6.620039,34.428990,8109,,,,,Redeployed,,"Poached, collar recovered, redeployed in 2025",,,6.172342,34.370513,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8110,AWT,8110,29-Mar-2024,7:59,148.340,148.3390,,6.974290,31.363820,8110,,,,,Deactivated,,"Possible natural mortality, immobile far from settlements",,3-Jun-2026,7.623318,32.069285,3-Jun-2026,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8111,AWT,8111,31-Mar-2024,6:45,148.350,148.3492,,7.754050,31.447680,8111,,,,,Deactivated,,Poached?,,,5.525904,33.744757,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8112,AWT,8112,22-Mar-2024,8:18,148.380,,,6.672802,34.428111,41,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,8113_1,White-eared Kob 8113,AWT,8113,29-Mar-2024,8:30,148.420,,,7.320669,31.471152,8113,,,,,Deactivated,,"Poached, collar recovered",,30-Aug-2024,6.958693,32.729403,26-Nov-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8114,AWT,8114,7-Apr-2024,11:29,148.480,148.4798,,6.312140,32.316760,8114,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8115,AWT,8115,2-Apr-2024,8:06,148.490,149.4885,,8.609340,32.467750,,,,,,Deactivated,,Natural mortality?,,24-Sep-2024,8.341974,32.526999,8-Aug-2025,,Yes,Y,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Female,,White-eared Kob 8116,AWT,8116,1-Apr-2024,6:57,148.570,,,8.126151,32.956600,8116,,,,,Deactivated,,Poached,,6-Jan-2026,6.798209,33.129959,6-Jan-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8117,AWT,8117,21-Mar-2024,10:30,149.010,,,7.693539,33.499911,115,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8118,AWT,8118,1-Apr-2024,6:41,149.060,149.0583,,8.085810,32.922571,8118,,,,,Deactivated,,Poached - collar taken to Pibor,,19-Mar-2026,6.270738,34.389669,23-Mar-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8119,AWT,8119,29-Mar-2024,6:18,149.110,,,6.986010,31.445510,8119,,,,,Deactivated,,"Poached, collar recovered",,,,,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8121,AWT,8121,28-Mar-2024,10:10,149.150,,,7.541370,31.441050,8121,,,,,Active,,,,,,,,,No- active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8122,AWT,8122,22-Mar-2024,6:39,149.170,149.1703,,6.541069,34.423862,8122,,,,,Deactivated,,Possibly poached,,,6.467298,32.993059,2-Apr-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,8123_1,White-eared Kob 8123,AWT,8123,31-Mar-2024,6:55,149.190,,,7.689730,31.421950,8123,,,,,Redeployed,,"Poached, recovered, redeployed in 2025",,,6.809322,33.130735,,,No- active,,Collar redeployed in 2025
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8124,AWT,8124,1-Apr-2024,6:15,149.230,149.2295,,7.888670,32.857850,8124,,,,,Deactivated,,Possibly poached,,31-May-2024,7.874865,32.849185,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8125,AWT,8125,30-Mar-2024,7:53,149.270,149.2686,,6.770190,31.633820,8125,,,,,Deactivated,,Poached - in village along Bor-Pibor Road,,7-Jan-2026,6.404386,32.512724,7-Jan-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8126,AWT,8126,28-Mar-2024,6:40,149.350,,,7.667091,31.375770,8126,,,,,Deactivated,,Poached,,28-May-2025,6.699873,31.790822,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8127,AWT,8127,22-Mar-2024,7:44,149.380,,,6.678530,34.537151,43,,,,,Deactivated,,Possibly natural mortality ,,17-Apr-2026,6.776087,34.515771,17-Apr-2026,Yes,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8128,AWT,8128,28-Mar-2024,9:01,149.410,149.4798,,7.149890,31.465210,8128,,,,,Deactivated,,,,,,,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8129,AWT,8129,1-Apr-2024,8:55,149.460,149.4580,,8.501780,32.676111,,,,,,Deactivated,,Possibly poached 3km NW of Nanaam village. ,,28-Nov-2025,7.144577,32.581613,28-Nov-2025,,Yes,Yes,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8131,AWT,8131,1-Apr-2024,8:39,149.510,,,8.379640,32.643130,8131,,,,,Deactivated,,Poached - collar recovered,,,7.021903,32.502927,8-Aug-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8133,AWT,8133,28-Mar-2024,8:35,149.560,,,7.252950,31.405640,8133/45,,,,,Deactivated,,Poached - collar collected,,,6.22643,32.737638,12-Dec-2025,,yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 8134,AWT,8134,7-Apr-2024,11:11,149.630,,,6.290090,32.297360,8134,,,,,Deactivated,,Poached - collar in a settlement,,7-Apr-2026,6.585313,32.968823,7-Apr-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 1356,Spoortrack,1356,20-Apr-2024,10:00,,,,5.966630,33.765450,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 1226,Spoortrack,1226,20-Apr-2024,8:40,,,,5.958330,33.869860,,,,,,Deactivated,,,,,,,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0069,Ceres,0069(2204B0069),23-Apr-2024,8:14,,,,6.601740,34.293720,,,,,,Deactivated,,,,7-Jun-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0783,Ceres,0783(2207B0783),23-Apr-2024,9:02,,,,6.059730,33.986550,,,,,,Deactivated,,,,15-Aug-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0093,Ceres,0093(2204B0093),22-Apr-2024,7:10,,,,5.904150,33.682020,,,,,,Deactivated,,,,27-Aug-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0808,Ceres,0808(2207B0808),22-Apr-2024,7:25,,,,5.906900,33.682260,,,,,,Deactivated,,,,2-Jul-2026,6.50309,33.19783,2-Jul-2026,,No - active,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0083,Ceres,0083(2204B0083),22-Apr-2024,7:35,,,,5.890650,33.680480,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0015,Ceres,0015(2204B0015),22-Apr-2024,7:45,,,,5.868650,33.690200,,,,,,Deactivated,,,,27-Aug-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0784,Ceres,0784(2207B0784),22-Apr-2024,9:21,,,,5.834910,33.782790,,,,,,Deactivated,,,,16-Jul-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0011,Ceres,0011(2204B0011),21-Apr-2024,6:50,,,,5.996640,33.868170,,,,,,Deactivated,,"Possibly poached,12,02km from the road.",,17-Feb-2026,5.757256,34.295733,17-Feb-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0156,Ceres,0156(2204B0156),21-Apr-2024,7:07,,,,6.015940,33.733520,,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0063,Ceres,0063(2204B0063),21-Apr-2024,7:20,,,,6.024500,33.722150,,,,,,Deactivated,,,,26-Mar-2025,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0816,Ceres,0816(2207B0816),21-Apr-2024,8:59,,,,5.890370,33.851729,,,,,,Deactivated,,,,12-May-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,,,White-eared Kob 0799,Ceres,0799(2207B0799),21-Apr-2024,9:10,,,,5.879050,33.850570,,,,,,Deactivated,,,,5-May-2024,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",White-eared Kob,Male,,White-eared Kob 1362,Spoortrack,1362,2-Apr-2024,7:45,,,,8.573360,32.503440,1362,,,,,Deactivated,,,,,,,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Nile Lechwe,Male,,Nile Lechwe 8132,AWT,8132,31-Mar-2024,7:45,149.530,149.5280,,7.545419,31.259730,8132,,,,,Deactivated,,Poached,,,7.183226,31.443772,2-Apr-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8135,AWT,8135,7-Apr-2024,10:09,150.030,150.0292,,6.067550,32.353080,8135,,,,,Deactivated,,Possibly poached,,22-Nov-2024,6.177425,31.890493,24-Nov-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8136,AWT,8136,30-Mar-2024,8:37,150.050,150.0564,,6.743032,31.660302,8136,,,,,Deactivated,,Immobility east of Gadiang,,10-Jul-2026,7.174981,31.907612,10-Jul-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8137,AWT,8137,29-Mar-2024,7:14,150.080,,,6.852363,31.485438,8137,,,,,Deactivated,,Natural mortality,,14-Sep-2024,7.202875,32.033257,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8138,AWT,8138,29-Mar-2024,7:39,150.100,150.0998,,6.856099,31.416800,8138,,,,,Deactivated,,Natural mortality?,,,5.705869,32.138577,4-Sep-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8139,AWT,8139,28-Mar-2024,6:19,150.190,150.1893,,7.678770,31.386480,8139/57,,,,,Deactivated,,Poached,,13-Jun-2026,7.23949,31.905895,13-Jan-2026,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8140,AWT,8140,30-Mar-2024,7:01,150.220,150.2196,,6.688060,31.589620,8140,,,,,Deactivated,,Immobility,,,7.442901,32.261095,1-Aug-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Male,,Tiang 8141,AWT,8141,31-Mar-2024,6:08,150.310,,,7.779340,31.452740,8141,,,,,Deactivated,,Poached - collar collected in Bor,,27-May-2026,6.121289,32.000309,27-May-2026,Yes,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,,,Tiang 0992,Ceres,0992(2207B0992),21-Apr-2024,7:35,,,,6.022420,33.708930,,,,,,Deactivated,,Unknown,,16-Jul-2024,6.268880367,34.387958,,,Yes,,GCF tag
2024,"Badingilo & Boma, South Sudan",Tiang,,,Tiang 0071,Ceres,0071(2204B0071),20-Apr-2024,9:40,,,,5.978680,33.855550,,,,,,Deactivated,,,,25-Jun-2024,5.766084194,33.969877,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,,,Tiang 0719,Ceres,0719(2207B0719),20-Apr-2024,8:05,,,,5.873770,34.028410,0719,,,,,Deactivated,,,,22-May-2024,6.007397175,33.8380408,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8142,AWT,8142,29-Mar-2024,8:45,150.410,150.4092,,7.399869,31.441281,8142,,,,,Active,,,,,,,,,No - active,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,8143_1,Tiang 8143*,AWT,8143*,28-Mar-2024,9:22,150.350,,,7.246740,31.485870,8143,,,,,Redeployed,,Poached - collar collected,,28-Feb-2025,8.01457,32.183312,25-Feb-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8144,AWT,8144,30-Mar-2024,7:43,150.370,150.3699,,6.776481,31.630280,8144,,,,,Deactivated,,,,3-Jun-2024,7.626916,32.2719716,17-Sep-2024,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8145,AWT,8145,30-Mar-2024,6:49,150.320,,,6.682531,31.585500,,,,,,Deactivated,,Natural mortality?,,,6.047887,32.477682,8-Aug-2025,,Yes,y,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8146,AWT,8146,31-Mar-2024,6:30,150.450,150.4483,,7.788640,31.453470,8146,,,,,Active,,,,,,,,,No - active,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8147,AWT,8147,30-Mar-2024,8:25,150.460,150.4594,,6.730500,31.664830,8147,,,,,Active,,,,,,,,,No - active,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8148,AWT,8148,30-Mar-2024,7:21,150.480,,,6.706060,31.623120,,,,,1000,Deactivated,,Poached,,19-May-2025,6.772935,31.62862,8-Aug-2025,,Yes,,
2024,"Badingilo & Boma, South Sudan",Tiang,Female,,Tiang 8149,AWT,8149,7-Apr-2024,10:38,150.560,,,6.226070,32.259360,8149,,,,13,Deactivated,,Possibly poached,,1-Jun-2026,4.984094,32.776951,1-Jun-2026,,No - active,,In a large bachelor herd tailing the main herd
2024,"Badingilo & Boma, South Sudan",Elephant,,,Elephant 8150,AWT,8150,28-Mar-2024,7:50,148.580,,,7.515710,31.361250,,,,,250-300,Active,,,,,,,,,No- active,,Same group as 8152
2024,"Badingilo & Boma, South Sudan",Elephant,,,Elephant 8151,AWT,8151,3-Apr-2024,8:37,148.720,,,8.731301,32.446921,8151,,,,13,Active,,,,,,,,,No- active,,Same large herd as 8153
2024,"Badingilo & Boma, South Sudan",Elephant,,,Elephant 8152,AWT,8152,31-Mar-2024,7:17,148.790,,,7.522389,31.371632,,,,,250-300,Active,,,,,,,,,No- active,,Same group as 8150
2024,"Badingilo & Boma, South Sudan",Elephant,,,Elephant 8153,AWT,8153,2-Apr-2024,8:45,148.830,,,8.761080,32.506030,,,,,,Active,,,,,,,,,No- active,,Same large herd as 8151
2024,"Badingilo & Boma, South Sudan",Eland,Female,,Eland 1331,Spoortrack,1331,20-Apr-2024,7:44,,,,5.873770,34.028410,1331,,,,,Deactivated,,Possible natural mortality,,,5.759017,34.179817,,,Yes,,
2024,"Badingilo & Boma, South Sudan",Eland,Female,,Eland 1351,Spoortrack,1351,10-Apr-2024,6:49,,,,5.048660,32.237190,,,,,,Deactivated,,,,,5.484533,33.099267,,,Yes,,
